time,x,y
567.43345,4295834.778736044,7421504.379071239
567.453448,4295835.617943706,7421504.433500441
567.473442,4295836.454149934,7421504.504727208
567.493437,4295837.299657662,7421504.562720159
567.513441,4295838.100343647,7421504.763562298
567.533434,4295838.900004692,7421504.978141473
567.553431,4295839.698507971,7421505.196436263
567.573425,4295840.489840265,7421505.44519108
567.593422,4295841.277398403,7421505.695948496
567.613422,4295842.081360881,7421505.895559892
567.63342,4295842.912885978,7421506.067477952
567.653416,4295843.714807294,7421506.262958336
567.673415,4295844.507402749,7421506.504886463
567.693408,4295845.297706657,7421506.7449032655
567.713407,4295846.092427215,7421506.96077956
567.733404,4295846.890759325,7421507.187533015
567.7534,4295847.710533168,7421507.365065022
567.773399,4295848.500286836,7421507.604423201
567.793392,4295849.287761402,7421507.848293955
567.813388,4295850.096343132,7421508.071632282
567.833391,4295850.895923037,7421508.302681793
567.853384,4295851.69446843,7421508.519299037
567.873382,4295852.484964068,7421508.757362242
567.893378,4295853.3011776395,7421508.936327535
567.913377,4295854.081025552,7421509.159797025
567.933376,4295854.885427471,7421509.370869953
567.953368,4295855.679158071,7421509.60630225
567.973369,4295856.483616454,7421509.796730566
567.993352,4295857.285498608,7421510.013705916
568.013365,4295858.095103013,7421510.219416139
568.033359,4295858.908022223,7421510.410128346
568.053354,4295859.698482798,7421510.632827352
568.073351,4295860.49542912,7421510.853975793
568.09335,4295861.285231829,7421511.091415613
568.113344,4295862.085060956,7421511.29242808
568.13334,4295862.907990876,7421511.44723063
568.153341,4295863.711937001,7421511.657930665
568.173334,4295864.5318403235,7421511.82483596
568.193337,4295865.33345262,7421512.036128465
568.21333,4295866.127016428,7421512.263913375
568.233327,4295866.921461481,7421512.497200777
568.253323,4295867.734884893,7421512.679317551
568.273323,4295868.538257295,7421512.887999668
568.29332,4295869.331033592,7421513.118870773
568.313316,4295870.11525828,7421513.373359445
568.333316,4295870.916998072,7421513.5907468125
568.353308,4295871.719463576,7421513.798506655
568.373307,4295872.515361668,7421514.034864285
568.393305,4295873.312698371,7421514.256670703
568.413299,4295874.1211863095,7421514.466420147
568.433298,4295874.919736663,7421514.693280619
568.453297,4295875.723038743,7421514.899845044
568.473292,4295876.524700118,7421515.119769552
568.493289,4295877.339783169,7421515.298187723
568.513287,4295878.105830166,7421515.59928193
568.53328,4295878.885018783,7421515.899956143
568.553283,4295879.657349525,7421516.196841616
568.573275,4295880.430916547,7421516.490130684
568.593273,4295881.203267259,7421516.786760158
568.613271,4295881.978910791,7421517.080063902
568.633271,4295882.751796343,7421517.389456325
568.653264,4295883.516049632,7421517.709434783
568.67326,4295884.282961968,7421518.013408026
568.693258,4295885.045269033,7421518.326858216
568.713255,4295885.823993467,7421518.608737949
568.733256,4295886.604848707,7421518.881226956
568.753249,4295887.371621026,7421519.193934872
568.773245,4295888.136052812,7421519.497334334
568.793249,4295888.9130808255,7421519.783640125
568.813242,4295889.68617719,7421520.076311871
568.833236,4295890.467569711,7421520.36910777
568.853235,4295891.247379951,7421520.662290661
568.87323,4295892.001193422,7421521.001765274
568.89323,4295892.759639449,7421521.3295531105
568.913226,4295893.535030156,7421521.641457013
568.933224,4295894.294323367,7421521.958124602
568.95322,4295895.056571388,7421522.276374743
568.973217,4295895.825046501,7421522.604217711
568.993202,4295896.598654106,7421522.909384477
569.013213,4295897.366832004,7421523.193578769
569.033206,4295898.114340657,7421523.527641721
569.053203,4295898.882389229,7421523.838211655
569.0732,4295899.647511526,7421524.147929833
569.093201,4295900.4229643885,7421524.456788536
569.113196,4295901.184806809,7421524.780096733
569.13319,4295901.951203543,7421525.086099428
569.153188,4295902.726967833,7421525.380400015
569.173188,4295903.500278816,7421525.670106491
569.193182,4295904.276029283,7421525.9581934055
569.213182,4295905.038393719,7421526.28241287
569.233176,4295905.800657219,7421526.585343773
569.253172,4295906.5697360225,7421526.899577715
569.273174,4295907.3385484945,7421527.205758332
569.293167,4295908.104178777,7421527.50406826
569.313167,4295908.874692891,7421527.786513223
569.333161,4295909.638975354,7421528.083264215
569.353161,4295910.4101004675,7421528.379598146
569.373155,4295911.168615418,7421528.683683603
569.393152,4295911.927989529,7421529.002278683
569.413152,4295912.675713763,7421529.331725742
569.433152,4295913.439671398,7421529.640610945
569.453144,4295914.211144662,7421529.947846639
569.473142,4295914.973373229,7421530.2530507995
569.493137,4295915.744754892,7421530.564919855
569.513133,4295916.493875537,7421530.914898347
569.533134,4295917.250830363,7421531.247145354
569.553128,4295918.0005762875,7421531.580665971
569.573124,4295918.747758339,7421531.932770251
569.593122,4295919.484497954,7421532.304455491
569.613118,4295920.231556184,7421532.65796804
569.63312,4295920.974857823,7421533.010344675
569.653111,4295921.722977273,7421533.35023362
569.673112,4295922.478705539,7421533.674286716
569.693108,4295923.222223628,7421534.009496989
569.713105,4295923.961750066,7421534.351983856
569.7331,4295924.69194904,7421534.725170346
569.753099,4295925.439064278,7421535.0535230385
569.773094,4295926.178287355,7421535.412382413
569.793094,4295926.923279702,7421535.750104878
569.81309,4295927.668030251,7421536.092539984
569.833085,4295928.425566421,7421536.418610567
569.853086,4295929.1598368995,7421536.786595689
569.873079,4295929.91349175,7421537.102800562
569.89308,4295930.653700612,7421537.456144081
569.913073,4295931.402745707,7421537.782546638
569.933072,4295932.150030994,7421538.124520471
569.953068,4295932.917171949,7421538.43274347
569.973068,4295933.679448969,7421538.743571261
569.993052,4295934.422395552,7421539.06738034
570.013063,4295935.16389256,7421539.414698556
570.033056,4295935.9118453385,7421539.747750881
570.053051,4295936.639151704,7421540.107125155
570.073052,4295937.37056629,7421540.4695839
570.093046,4295938.113801514,7421540.825553187
570.113046,4295938.854790694,7421541.177571154
570.133041,4295939.585015496,7421541.55649942
570.153036,4295940.325241313,7421541.918126163
570.173038,4295941.068613001,7421542.2677402515
570.193034,4295941.807678827,7421542.59892654
570.213032,4295942.551579041,7421542.93924729
570.233028,4295943.296878342,7421543.281144551
570.253026,4295944.041109325,7421543.628560867
570.273019,4295944.793905403,7421543.960337757
570.293019,4295945.532514336,7421544.31263142
570.313012,4295946.270463715,7421544.668119618
570.333009,4295947.011592867,7421545.017188523
570.353008,4295947.757951248,7421545.361155471
570.373003,4295948.497595135,7421545.708367111
570.393,4295949.253977254,7421546.05081428
570.412997,4295950.000570924,7421546.41286964
570.432998,4295950.74839043,7421546.760992184
570.452993,4295951.480208261,7421547.138505189
570.47299,4295952.223945739,7421547.476635814
570.492988,4295952.973444778,7421547.826858357
570.512986,4295953.7230525045,7421548.168143201
570.532981,4295954.450333732,7421548.531726189
570.55298,4295955.187400156,7421548.899741224
570.572975,4295955.932269017,7421549.261424202
570.592973,4295956.658392121,7421549.644669718
570.612972,4295957.401412434,7421549.99742974
570.632967,4295958.1475045625,7421550.362460371
570.652965,4295958.883936198,7421550.734698547
570.67296,4295959.631643287,7421551.08625021
570.692956,4295960.366802523,7421551.4498976525
570.712955,4295961.110896515,7421551.801905185
570.732952,4295961.818675285,7421552.223460147
570.75295,4295962.5464873435,7421552.623324062
570.772944,4295963.291977096,7421552.97453811
570.792942,4295964.0265424205,7421553.336256748
570.812938,4295964.751615937,7421553.729387531
570.832934,4295965.503653269,7421554.071301407
570.852933,4295966.237446599,7421554.452314042
570.872928,4295966.984972041,7421554.807094107
570.89293,4295967.720786427,7421555.170653388
570.912923,4295968.466676284,7421555.5253293635
570.932923,4295969.201686692,7421555.8907605875
570.952921,4295969.94343771,7421556.251557514
570.972914,4295970.674631698,7421556.635916648
570.9929,4295971.406067608,7421557.019218428
571.012911,4295972.147017119,7421557.385367985
571.032903,4295972.887171873,7421557.745821726
571.052902,4295973.622583761,7421558.114857716
571.072899,4295974.363790724,7421558.485717798
571.092895,4295975.111555906,7421558.838857998
571.112895,4295975.842845662,7421559.216958944
571.132891,4295976.573980231,7421559.589519542
571.152889,4295977.296896341,7421559.982649921
571.172885,4295978.0351526495,7421560.357332717
571.192883,4295978.775622922,7421560.717142982
571.212881,4295979.511241258,7421561.099677323
571.232876,4295980.2475584475,7421561.484715396
571.252875,4295980.985201794,7421561.855433532
571.272873,4295981.725935273,7421562.205767321
571.292867,4295982.451172861,7421562.597982726
571.312863,4295983.1841657,7421562.975906371
571.332863,4295983.920711246,7421563.348881965
571.352858,4295984.645932687,7421563.728590549
571.372857,4295985.368939804,7421564.114439148
571.392852,4295986.101198557,7421564.5026211785
571.412846,4295986.837688409,7421564.872416906
571.432849,4295987.584812176,7421565.217952121
571.452843,4295988.317197746,7421565.592358219
571.472842,4295989.05007546,7421565.962152263
571.492837,4295989.792061673,7421566.313069947
571.512832,4295990.517161595,7421566.707874844
571.532828,4295991.249298471,7421567.09603435
571.552825,4295991.99168113,7421567.465769275
571.572823,4295992.730882771,7421567.8386044605
571.592822,4295993.455305312,7421568.2313233325
571.612822,4295994.172195171,7421568.630825857
571.632818,4295994.9116279455,7421569.004829895
571.652814,4295995.641901732,7421569.389167627
571.67281,4295996.3774677,7421569.779838199
571.692808,4295997.102039633,7421570.165810687
571.712806,4295997.8401669925,7421570.542876323
571.732799,4295998.566806606,7421570.942708657
571.752799,4295999.305345288,7421571.325153826
571.772796,4296000.034855114,7421571.712550558
571.792791,4296000.771770519,7421572.107551022
571.812789,4296001.495487587,7421572.5097334
571.832785,4296002.234935302,7421572.877619998
571.852784,4296002.962132076,7421573.27036493
571.87278,4296003.697529997,7421573.662102708
571.892775,4296004.439283687,7421574.028189802
571.912774,4296005.172266292,7421574.409019229
571.932768,4296005.914200491,7421574.777285706
571.952769,4296006.638187715,7421575.161733649
571.972764,4296007.359196333,7421575.569191924
571.992752,4296008.092549761,7421575.964335412
572.012763,4296008.834277613,7421576.338080557
572.032758,4296009.557770236,7421576.743048359
572.052751,4296010.285868565,7421577.136987266
572.072748,4296011.021062971,7421577.503290421
572.092745,4296011.752194009,7421577.885602313
