time,position_type,lat,lon,alt,VN,VE,VD,heading
661.97084,rtk_fixed,58.0499468,56.3260912,96.988,14.599,8.513,-0.111,30.39493685047751
662.97084,rtk_fixed,58.0500792,56.3262367,97.081,14.794,8.6,-0.127,28.94792578383946
663.97084,rtk_fixed,58.0502129,56.3263822,97.218,14.955,8.603,-0.195,30.357227200099363
664.97086,rtk_fixed,58.0503483,56.3265292,97.409,15.127,8.734,-0.204,28.703384847544893
665.97086,rtk_fixed,58.0504856,56.3266795,97.593,15.389,8.973,-0.111,30.766506492910107
666.97086,rtk_fixed,58.0506245,56.3268357,97.654,15.556,9.289,-0.025,30.14889200840865
667.97088,rtk_fixed,58.050767,56.3269929,97.628,15.998,9.254,0.019,29.355012635641554
668.97088,rtk_fixed,58.0509122,56.3271487,97.578,16.21,9.226,0.029,28.51740570187001
669.9709,rtk_fixed,58.0510581,56.3273061,97.582,16.252,9.319,-0.043,29.655636184489552
670.9709,rtk_fixed,58.0512035,56.3274655,97.61,16.163,9.405,-0.004,29.340192990572486
671.9709,rtk_fixed,58.0513474,56.3276248,97.677,15.962,9.375,-0.087,30.127478407253445
672.97092,rtk_fixed,58.0514897,56.3277821,97.716,15.838,9.247,-0.103,28.830121602475757
673.97092,rtk_fixed,58.0516301,56.327935,97.849,15.526,8.927,-0.077,28.839475958029013
674.97092,rtk_fixed,58.0517677,56.3280836,98.003,15.27,8.711,-0.135,30.1549364732304
675.97094,rtk_fixed,58.051902,56.328233,98.041,14.827,8.881,-0.058,29.801394530295457
676.97094,rtk_fixed,58.0520335,56.3283838,98.049,14.579,8.874,-0.002,30.370856002339092
677.97094,rtk_fixed,58.0521642,56.3285321,98.019,14.463,8.76,0.027,31.064352251463678
678.97096,rtk_fixed,58.0522945,56.3286792,98.021,14.521,8.681,-0.008,29.66019178104914
679.97096,rtk_fixed,58.0524249,56.3288271,98.056,14.558,8.74,-0.032,29.713918897576924
680.97098,rtk_fixed,58.0525563,56.3289779,98.03,14.64,8.965,0.004,30.900604937713275
681.97098,rtk_fixed,58.0526884,56.3291321,98.008,14.724,9.147,0.022,30.597806795006825
682.97098,rtk_fixed,58.0528199,56.3292874,97.994,14.627,9.165,-0.028,32.019322954210104
683.971,rtk_fixed,58.0529511,56.3294436,98.035,14.597,9.237,-0.085,32.659067274993426
684.971,rtk_fixed,58.0530804,56.329598,98.117,14.285,9.024,-0.072,31.182873165779785
685.971,rtk_fixed,58.0532008,56.329746,98.239,13.013,8.6,-0.138,33.147833632170105
686.97102,rtk_fixed,58.0533057,56.329887,98.375,11.137,8.164,-0.029,35.710413495198765
687.97102,rtk_fixed,58.0533986,56.3300215,98.459,10.29,7.885,-0.079,39.91775225508527
688.97102,rtk_fixed,58.0534844,56.3301628,98.523,9.471,8.361,0.023,42.51368928049017
689.97104,rtk_float,58.053569,56.3303082,98.658,9.49,8.641,-0.146,41.62380784376486
690.97104,rtk_float,58.0536556,56.3304557,98.863,9.814,8.769,-0.196,40.28718510212363
691.97104,rtk_float,58.0537448,56.3306069,99.005,9.99,9.004,-0.235,41.789168718232624
692.97106,rtk_float,58.0538362,56.330763,99.079,10.236,9.342,-0.064,41.617395182566064
693.97106,rtk_fixed,58.0539291,56.3309264,98.988,10.388,9.728,-0.019,43.88351192401326
694.97108,rtk_fixed,58.0540235,56.3310969,98.921,10.576,10.179,0.089,43.459203865664726
695.97108,rtk_fixed,58.0541204,56.3312724,98.809,10.88,10.398,0.147,43.10284241762846
696.97108,rtk_fixed,58.0542184,56.331449,98.697,10.897,10.401,0.114,42.63586285717166
697.9711,rtk_fixed,58.0543143,56.3316241,98.572,10.567,10.313,0.14,43.21990571511128
698.9711,rtk_fixed,58.054407,56.3317974,98.436,10.297,10.167,0.151,44.35344530563353
699.9711,rtk_fixed,58.0545007,56.3319647,98.262,10.516,9.784,0.177,41.42454303321458
700.97112,rtk_fixed,58.0545972,56.3321312,98.081,10.802,9.911,0.181,41.21509151147081
701.97112,rtk_fixed,58.0546955,56.3323035,97.928,11.004,10.252,0.12,42.85745918153284
702.97112,rtk_fixed,58.0547943,56.3324809,97.77,11.004,10.546,0.14,42.9327870446796
703.97114,rtk_fixed,58.0548947,56.3326614,97.684,11.248,10.71,0.085,42.82933992690918
704.97114,rtk_fixed,58.054997,56.3328439,97.614,11.416,10.824,0.055,43.68334543617138
705.97116,rtk_fixed,58.0551002,56.3330273,97.631,11.489,10.826,-0.009,42.13343910994833
706.97116,rtk_fixed,58.0552034,56.3332109,97.738,11.461,10.852,-0.055,42.68133180990264
707.97116,rtk_fixed,58.0553059,56.3333927,97.928,11.348,10.668,-0.206,43.099709301136976
708.97118,rtk_fixed,58.0554073,56.3335723,98.11,11.292,10.607,-0.178,43.0536297215709
709.97118,rtk_fixed,58.055508,56.3337522,98.263,11.151,10.612,-0.148,43.045596628213396
710.97118,rtk_fixed,58.055606,56.3339313,98.523,10.815,10.556,-0.21,44.47236013376888
711.9712,rtk_fixed,58.0557026,56.3341101,98.805,10.802,10.556,-0.306,43.237202167282334
712.9712,rtk_fixed,58.0558005,56.33429,99.085,10.944,10.616,-0.366,43.141865381529016
713.9712,rtk_fixed,58.0558998,56.3344704,99.463,11.094,10.666,-0.4,42.796257208817266
714.97122,rtk_fixed,58.0559992,56.3346496,99.859,11.045,10.498,-0.433,43.79072018528733
715.97122,rtk_fixed,58.0560977,56.3348261,100.318,11.01,10.4,-0.458,43.897772898528075
716.97122,rtk_fixed,58.0561968,56.3350022,100.725,11.132,10.355,-0.432,42.038408243248014
717.97124,rtk_fixed,58.056298,56.3351779,101.1,11.285,10.389,-0.378,43.47646894926134
718.97124,rtk_fixed,58.0563988,56.3353567,101.476,11.034,10.593,-0.264,41.970588784243326
719.97126,rtk_fixed,58.0564969,56.3355302,101.718,10.822,10.107,-0.262,41.6724504664866
720.97126,rtk_fixed,58.0565928,56.3356963,101.812,10.653,9.638,-0.064,42.38913088168385
721.97126,rtk_fixed,58.0566885,56.3358567,101.863,10.752,9.422,-0.012,39.565866335856434
722.97128,rtk_fixed,58.0567874,56.3360139,101.888,11.137,9.23,0.004,39.61375724644105
723.97128,rtk_fixed,58.0568899,56.3361673,101.963,11.526,8.976,-0.146,36.922479312576534
724.97128,rtk_fixed,58.056995,56.3363161,102.075,11.732,8.672,-0.098,35.494793343833216
725.9713,rtk_fixed,58.0571013,56.3364564,102.19,11.886,8.125,-0.139,33.52979471981999
726.9713,rtk_fixed,58.0572103,56.3365877,102.315,12.209,7.576,-0.09,29.419199409511933
727.9713,rtk_fixed,58.0573242,56.3367067,102.427,12.92,6.781,-0.074,25.51006977702114
728.97132,rtk_fixed,58.0574444,56.3368123,102.553,13.619,5.993,-0.174,21.891226218149537
729.97132,rtk_fixed,58.0575717,56.3369055,102.643,14.439,5.356,-0.062,18.549677589417914
730.97134,rtk_fixed,58.0577076,56.3369911,102.516,15.446,4.94,0.132,16.41370511373784
731.97134,rtk_fixed,58.0578519,56.3370743,102.369,16.356,4.911,0.166,16.73701397442893
732.97134,rtk_fixed,58.0580011,56.3371562,102.168,16.699,4.825,0.096,15.411004186658408
733.97136,rtk_fixed,58.0581517,56.3372354,101.963,16.816,4.63,0.209,15.991991525574312
734.97136,rtk_fixed,58.0583024,56.3373162,101.709,16.781,4.872,0.26,16.534755776348046
735.97136,rtk_fixed,58.0584531,56.3373982,101.388,16.843,4.858,0.38,14.806180921113693
736.97138,rtk_fixed,58.0586056,56.3374796,101.046,17.089,4.796,0.36,14.996078333451134
737.97138,rtk_fixed,58.0587595,56.33756,100.71,17.131,4.729,0.318,14.497419404302706
738.97138,rtk_fixed,58.0589114,56.337642,100.388,16.858,4.878,0.316,16.216731279352558
739.9714,rtk_fixed,58.0590622,56.3377241,100.11,16.749,4.837,0.295,16.385413392005834
740.9714,rtk_fixed,58.0592115,56.3378079,99.96,16.565,4.961,0.136,17.443268218229143
741.9714,rtk_fixed,58.0593605,56.3378947,99.744,16.657,5.146,0.196,16.332883751728254
742.97142,rtk_fixed,58.0595099,56.3379826,99.692,16.673,5.26,0.161,16.879726106392457
743.97142,rtk_fixed,58.0596605,56.3380728,99.694,16.798,5.373,0.003,17.11381469181962
744.97144,rtk_fixed,58.0598118,56.3381686,99.604,16.866,5.74,0.03,18.557032468007645
745.97144,rtk_fixed,58.0599638,56.3382663,99.379,16.942,5.871,0.171,18.213010745160055
746.97144,rtk_fixed,58.0601164,56.3383657,99.188,17.01,5.902,0.227,19.525452866565313
747.97146,rtk_fixed,58.0602687,56.3384669,98.953,16.953,5.961,0.161,19.57202965758132
748.97146,rtk_fixed,58.0604216,56.3385679,98.816,17.042,6.02,0.277,19.678877002624535
749.97146,rtk_fixed,58.0605753,56.3386707,98.564,17.166,6.007,0.136,19.872330942176976
750.97148,rtk_fixed,58.0607301,56.3387724,98.333,17.264,6.012,0.219,19.88779550753576
751.97148,rtk_fixed,58.0608846,56.3388775,98.137,17.168,6.249,0.164,20.067598527350057
752.97148,rtk_fixed,58.0610387,56.3389844,98.042,17.107,6.341,0.094,21.05751186576175
753.9715,rtk_fixed,58.0611925,56.3390943,97.942,17.102,6.418,0.015,20.644336955912646
754.9715,rtk_fixed,58.0613463,56.339203,98.054,17.105,6.326,-0.008,19.462857877927238
755.97152,rtk_fixed,58.0615004,56.3393124,98.142,17.177,6.329,-0.164,20.31684472772301
756.97152,rtk_fixed,58.0616544,56.3394234,98.31,17.135,6.663,-0.107,21.481031065865483
757.97152,rtk_fixed,58.0618081,56.3395382,98.471,17.098,6.851,-0.173,20.431836065651765
758.97154,rtk_fixed,58.0619618,56.3396541,98.676,17.109,6.826,-0.155,20.87670246201655
759.97154,rtk_fixed,58.0621158,56.33977,98.9,17.071,6.901,-0.232,21.224808835872132
760.97154,rtk_fixed,58.0622695,56.3398872,99.159,17.104,7.035,-0.178,21.805302998731996
761.97156,rtk_fixed,58.0624217,56.3400074,99.332,16.867,7.1,-0.175,22.41487253999366
762.97156,rtk_fixed,58.0625713,56.3401305,99.421,16.562,7.328,-0.056,23.59331504942915
763.97156,rtk_fixed,58.0627185,56.3402585,99.395,16.371,7.73,-0.09,25.49876870939117
764.97158,rtk_fixed,58.062865,56.340389,99.343,16.317,7.769,0.054,25.63098625003867
765.97158,rtk_fixed,58.0630116,56.3405208,99.311,16.313,7.786,-0.001,24.637508001746163
766.97158,rtk_fixed,58.0631585,56.340649,99.397,16.306,7.429,0.031,23.86562801488213
767.9716,rtk_fixed,58.0633048,56.3407776,99.386,16.377,7.559,-0.137,24.158422248339313
768.9716,rtk_fixed,58.0634505,56.3409071,99.462,16.227,7.662,0.004,24.732478680304656
769.97162,rtk_fixed,58.0635967,56.3410384,99.521,16.275,7.782,-0.099,25.617814807053545
770.97162,rtk_fixed,58.0637432,56.3411679,99.65,16.4,7.482,-0.106,24.288142086492403
771.97162,rtk_float,58.0638895,56.3412981,99.939,16.322,7.7,-0.191,24.95450990663186
772.97164,rtk_float,58.0640354,56.3414293,100.139,16.282,7.812,-0.287,25.3060341379825
773.97164,rtk_float,58.0641812,56.3415623,100.329,16.211,7.838,-0.247,26.31545381431722
774.97164,rtk_float,58.0643247,56.3416953,100.566,15.795,7.955,-0.311,25.3730834530796
775.97166,rtk_float,58.0644628,56.3418276,100.821,15.192,7.968,-0.299,26.18827928170783
776.97166,rtk_fixed,58.0645967,56.3419638,100.676,14.775,7.737,-0.13,27.732796406041743
777.97166,rtk_fixed,58.0647269,56.3420926,100.62,14.399,7.536,0.09,27.188032212522117
778.97168,rtk_fixed,58.0648538,56.3422193,100.556,14.102,7.403,0.102,28.616773492379956
779.97168,rtk_fixed,58.0649751,56.3423414,100.573,13.206,7.03,0.05,27.703576983331548
780.9717,rtk_fixed,58.0650882,56.3424561,100.539,12.434,6.718,-0.055,28.51484856216198
781.9717,rtk_fixed,58.0651976,56.3425666,100.535,11.985,6.525,0.048,28.276841585122497
782.9717,rtk_fixed,58.0653012,56.3426723,100.549,11.346,6.194,-0.04,27.05118008577629
783.97172,rtk_fixed,58.0654006,56.3427736,100.568,10.924,5.914,-0.016,27.139802912124743
784.97172,rtk_fixed,58.0654965,56.3428694,100.561,10.496,5.515,0.012,26.32502623148859
785.97172,rtk_fixed,58.0655827,56.342954,100.59,9.141,4.68,0.011,26.707031064908723
786.97174,rtk_fixed,58.0656541,56.3430229,100.618,7.409,3.796,-0.049,27.534315853217535
787.97174,rtk_fixed,58.0657107,56.3430784,100.605,5.889,3.072,0.032,26.369173173631207
788.97174,rtk_fixed,58.0657554,56.3431225,100.627,4.548,2.405,0.0,27.200930220886335
789.97176,rtk_fixed,58.0657904,56.3431565,100.64,3.728,1.924,-0.002,26.179967917725627
790.97176,rtk_fixed,58.0658171,56.3431818,100.691,2.559,1.278,0.004,25.859577002333534
791.97176,rtk_fixed,58.0658334,56.3431968,100.668,1.528,0.708,-0.049,24.94279667739911
792.97178,rtk_fixed,58.0658424,56.3432046,100.713,0.794,0.369,-0.001,25.236142089467407
793.97178,rtk_fixed,58.0658457,56.3432077,100.698,0.21,0.097,-0.06,25.119620684164
794.9718,rtk_fixed,58.0658458,56.3432077,100.704,-0.003,0.008,0.022,25.64273263667135
795.9718,rtk_fixed,58.0658457,56.3432076,100.703,-0.003,0.0,0.007,25.158140014174908
796.9718,rtk_fixed,58.0658457,56.3432077,100.699,-0.006,0.001,0.014,25.642171755378506
797.97182,rtk_fixed,58.0658457,56.3432076,100.697,0.004,0.003,0.0,25.669146274095187
798.97182,rtk_fixed,58.0658458,56.3432076,100.704,0.006,-0.001,-0.012,24.100506403949804
799.97182,rtk_fixed,58.0658458,56.3432076,100.709,-0.004,0.002,-0.014,24.338032140412704
800.97184,rtk_fixed,58.0658457,56.3432076,100.707,0.004,0.001,-0.005,25.1678945667501
801.97184,rtk_fixed,58.0658457,56.3432076,100.702,0.001,-0.001,-0.007,25.180072037564162
802.97184,rtk_fixed,58.0658457,56.3432076,100.698,-0.005,0.003,0.016,24.75171344732238
803.97186,rtk_fixed,58.0658457,56.3432076,100.701,-0.002,0.001,0.01,24.380369980867506
804.97186,rtk_fixed,58.0658457,56.3432076,100.707,-0.001,0.003,-0.002,25.614758574322302
805.97186,rtk_fixed,58.0658457,56.3432077,100.708,0.004,0.002,-0.01,25.74530864393626
806.97188,rtk_fixed,58.0658457,56.3432077,100.709,-0.002,0.004,0.003,25.910887324758267
807.97188,rtk_fixed,58.0658457,56.3432077,100.704,-0.002,0.002,-0.002,25.630195135945073
808.9719,rtk_fixed,58.0658457,56.3432077,100.701,-0.001,0.0,-0.009,25.724001595739033
809.9719,rtk_fixed,58.0658457,56.3432077,100.706,0.005,-0.001,-0.011,25.08447594321189
810.9719,rtk_fixed,58.0658457,56.3432077,100.707,0.003,-0.001,-0.014,25.189741119968154
811.97192,rtk_fixed,58.0658457,56.3432077,100.704,0.005,-0.003,-0.015,24.013081812428933
812.97192,rtk_fixed,58.0658459,56.3432077,100.712,0.044,0.019,-0.007,24.07355417469589
813.97192,rtk_fixed,58.0658475,56.3432092,100.713,0.244,0.121,0.013,25.384747463097348
814.97194,rtk_fixed,58.065851,56.3432123,100.708,0.423,0.208,-0.005,24.53707401649416
815.97194,rtk_fixed,58.065855,56.3432158,100.719,0.424,0.205,0.011,26.469889338331683
816.97194,rtk_fixed,58.0658581,56.3432187,100.726,0.332,0.158,-0.02,25.461045949718336
817.97196,rtk_fixed,58.0658589,56.3432194,100.728,0.034,0.018,-0.005,26.941250477456748
818.97196,rtk_fixed,58.0658608,56.3432213,100.705,0.318,0.152,0.015,25.995096298002863
819.97198,rtk_fixed,58.0658695,56.3432296,100.729,1.288,0.669,0.009,28.797585955607214
820.97198,rtk_fixed,58.0658887,56.3432502,100.72,2.529,1.443,-0.005,28.693568908416996
821.97198,rtk_fixed,58.0659196,56.3432834,100.74,3.823,2.169,0.015,27.881069853719275
822.972,rtk_fixed,58.0659617,56.343327,100.76,5.023,2.726,-0.019,27.39433800473561
823.972,rtk_fixed,58.0660128,56.3433784,100.781,5.955,3.175,-0.008,28.220589080975298
824.972,rtk_fixed,58.0660705,56.3434369,100.809,6.645,3.618,-0.026,28.181580497301738
825.97202,rtk_fixed,58.0661351,56.3435046,100.816,7.456,4.085,-0.024,28.572833083395285
826.97202,rtk_fixed,58.0662068,56.3435781,100.868,8.201,4.452,-0.031,26.937087105072834
827.97202,rtk_fixed,58.0662849,56.3436574,100.893,8.87,4.759,-0.049,27.63352518356139
828.97204,rtk_fixed,58.0663654,56.3437394,100.92,8.989,4.9,-0.005,27.90529614949025
829.97204,rtk_fixed,58.0664482,56.343826,100.882,9.308,5.202,-0.004,28.453742569536608
830.97204,rtk_fixed,58.0665342,56.3439171,100.862,9.713,5.513,0.113,28.05887682135316
831.97206,rtk_fixed,58.0666243,56.3440134,100.808,10.168,5.718,0.017,28.59065062029201
832.97206,rtk_fixed,58.0667191,56.3441133,100.715,10.734,5.885,0.157,29.273591943685847
833.97208,rtk_fixed,58.0668188,56.3442185,100.66,11.208,6.383,0.03,28.576948400168966
834.97208,rtk_fixed,58.0669232,56.3443311,100.625,11.809,6.732,0.044,29.152315449548645
835.97208,rtk_fixed,58.0670301,56.3444462,100.589,11.887,6.775,0.023,29.305514966282747
836.9721,rtk_fixed,58.0671372,56.3445596,100.522,11.957,6.681,0.022,28.48837210794369
837.9721,rtk_fixed,58.0672441,56.344674,100.491,11.92,6.724,0.06,28.121040778526616
838.9721,rtk_fixed,58.0673522,56.3447886,100.417,12.109,6.805,0.103,28.492884463700165
839.97212,rtk_fixed,58.0674621,56.3449046,100.385,12.242,6.907,0.077,28.049980283545832
840.97212,rtk_fixed,58.067573,56.3450224,100.348,12.377,6.975,-0.029,29.44537387246691
841.97212,rtk_fixed,58.0676851,56.3451416,100.339,12.535,7.028,-0.024,29.225129420234637
842.97214,rtk_fixed,58.0677986,56.3452623,100.371,12.684,7.186,0.0,28.500298719525023
843.97214,rtk_fixed,58.0679125,56.3453835,100.38,12.682,7.163,0.023,29.14580818169446
844.97216,rtk_fixed,58.0680262,56.3455034,100.39,12.633,7.103,-0.031,29.3552447545787
845.97216,rtk_fixed,58.0681405,56.3456226,100.429,12.751,7.004,-0.039,27.98089462218203
846.97216,rtk_fixed,58.0682561,56.3457436,100.445,12.894,7.15,-0.095,27.900886796897478
847.97218,rtk_fixed,58.0683719,56.3458656,100.493,12.901,7.216,-0.052,29.261199356647552
848.97218,rtk_fixed,58.0684885,56.3459896,100.521,13.031,7.343,-0.055,28.41997290759905
849.97218,rtk_fixed,58.0686046,56.3461118,100.552,12.859,7.169,-0.04,27.956091805338716
850.9722,rtk_fixed,58.0687194,56.3462318,100.581,12.8,7.007,-0.045,27.64442049184332
851.9722,rtk_fixed,58.0688346,56.3463506,100.581,12.783,6.873,-0.198,27.1942276273774
852.9722,rtk_fixed,58.0689514,56.346469,100.676,13.044,6.93,-0.242,27.707872100515587
853.97222,rtk_fixed,58.0690676,56.346587,100.734,12.924,6.897,-0.14,26.552283044309924
854.97222,rtk_fixed,58.0691837,56.3467018,100.79,12.883,6.672,-0.033,27.55943352430027
855.97222,rtk_fixed,58.0692986,56.346812,100.819,12.776,6.422,-0.027,26.857104465374942
856.97224,rtk_fixed,58.0694126,56.3469166,100.891,12.69,6.016,-0.085,24.493303504374374
857.97224,rtk_fixed,58.0695268,56.3470146,100.9,12.742,5.686,-0.024,22.730773823282707
858.97226,rtk_fixed,58.0696419,56.3471089,100.903,12.864,5.509,0.059,22.014358625106933
859.97226,rtk_fixed,58.0697578,56.3471985,100.952,12.902,5.19,-0.052,20.728120992880903
860.97226,rtk_fixed,58.0698722,56.3472814,100.989,12.665,4.749,-0.073,19.870518038806182
861.97228,rtk_fixed,58.0699852,56.3473549,101.039,12.562,4.171,-0.027,17.787519565724388
862.97228,rtk_fixed,58.0700967,56.3474184,101.117,12.349,3.559,-0.086,15.395821912628973
863.97228,rtk_fixed,58.0702052,56.3474741,101.157,11.995,3.19,-0.06,14.895229700864217
864.9723,rtk_fixed,58.0703117,56.3475266,101.152,11.791,3.081,-0.03,13.959150539093915
865.9723,rtk_fixed,58.0704172,56.3475778,101.208,11.722,3.01,-0.046,12.98571289263351
866.9723,rtk_fixed,58.0705207,56.3476277,101.283,11.409,2.889,-0.092,12.89461117218908
867.97232,rtk_fixed,58.0706184,56.3476746,101.317,10.562,2.698,-0.028,13.298838847982
868.97232,rtk_fixed,58.0707052,56.3477173,101.319,9.215,2.431,-0.014,14.445285171610923
869.97232,rtk_fixed,58.0707814,56.3477552,101.314,8.26,2.182,-0.009,14.896759430991859
870.97234,rtk_fixed,58.0708463,56.3477863,101.313,6.876,1.704,-0.029,14.196516528924308
871.97234,rtk_fixed,58.0709043,56.3478126,101.299,6.37,1.54,0.027,12.985476162760438
872.97236,rtk_fixed,58.0709622,56.3478402,101.294,6.581,1.724,0.019,15.015476860307437
873.97236,rtk_fixed,58.071028,56.3478743,101.282,7.664,2.214,0.021,16.755788910269164
874.97236,rtk_fixed,58.0711057,56.3479188,101.223,9.047,2.782,0.066,15.934002472807594
875.97238,rtk_fixed,58.0711956,56.3479691,101.213,10.4,3.057,0.06,15.751114004886423
876.97238,rtk_fixed,58.0712979,56.3480234,101.173,11.826,3.226,0.039,14.591165308614412
877.97238,rtk_fixed,58.071411,56.3480792,101.085,12.863,3.32,0.162,13.904122960878722
878.9724,rtk_fixed,58.0715314,56.3481364,101.027,13.605,3.452,0.108,14.606717635973713
879.9724,rtk_fixed,58.0716568,56.3481943,100.936,14.042,3.271,0.051,11.357566582666484
880.9724,rtk_fixed,58.0717836,56.3482494,100.869,14.185,3.334,0.052,12.27618948126437
881.97242,rtk_fixed,58.0719117,56.3483125,100.838,14.296,3.92,0.045,15.901327661885267
882.97242,rtk_fixed,58.072041,56.3483843,100.794,14.455,4.349,0.018,15.354302059325635
883.97244,rtk_fixed,58.0721729,56.3484561,100.791,14.801,4.219,0.042,15.24987240633387
884.97244,rtk_fixed,58.0723082,56.3485257,100.786,15.196,4.064,-0.016,13.365980229732648
885.97244,rtk_fixed,58.0724478,56.3485933,100.763,15.701,3.994,0.018,13.836998241451784
886.97246,rtk_fixed,58.0725919,56.3486637,100.762,16.227,4.179,0.012,14.926020320807261
887.97246,rtk_fixed,58.0727406,56.3487358,100.731,16.652,4.288,0.016,13.691908072390984
888.97246,rtk_fixed,58.0728913,56.3488088,100.722,16.849,4.31,0.026,13.969430561026867
889.97248,rtk_fixed,58.0730437,56.3488816,100.686,17.021,4.252,0.02,14.304978748919199
890.97248,rtk_fixed,58.0731972,56.3489523,100.673,17.14,4.134,0.018,13.511534740383874
891.97248,rtk_fixed,58.0733524,56.3490215,100.615,17.345,4.058,0.063,12.984225272127718
892.9725,rtk_fixed,58.0735091,56.3490889,100.587,17.488,3.929,0.034,11.966484190780678
893.9725,rtk_fixed,58.0736665,56.3491502,100.544,17.487,3.467,0.022,9.411033605677012
894.9725,rtk_fixed,58.0738232,56.3492034,100.474,17.432,3.02,0.074,8.450983575654037
895.97252,rtk_fixed,58.0739787,56.3492507,100.388,17.278,2.702,0.134,8.36273103458823
896.97252,rtk_fixed,58.074133,56.3492938,100.253,17.152,2.475,0.103,8.214300677769925
897.97254,rtk_fixed,58.0742861,56.3493356,100.146,16.974,2.469,0.121,8.392890884058449
898.97254,rtk_fixed,58.0744378,56.3493745,100.054,16.852,2.217,0.069,6.001933958122222
899.97254,rtk_fixed,58.074588,56.3494099,100.028,16.673,2.071,0.049,6.451089797868563
900.97256,rtk_fixed,58.0747365,56.349444,99.971,16.502,1.98,0.058,6.134450997604507
901.97256,rtk_fixed,58.0748837,56.349475,99.892,16.342,1.826,0.039,6.458208370088147
902.97256,rtk_fixed,58.0750309,56.3495074,99.826,16.405,1.953,0.087,5.573685828671325
903.97258,rtk_fixed,58.075179,56.3495393,99.772,16.527,1.872,0.009,6.328934900223247
904.97258,rtk_fixed,58.0753277,56.3495713,99.79,16.549,1.894,-0.02,5.3964809875383075
905.97258,rtk_fixed,58.0754754,56.3496011,99.848,16.38,1.71,-0.117,4.919609093638692
906.9726,rtk_fixed,58.0756211,56.3496283,100.01,16.143,1.54,-0.169,5.7566147676420805
907.9726,rtk_fixed,58.0757646,56.3496538,100.15,15.917,1.46,-0.144,4.4514843558346335
908.9726,rtk_fixed,58.0759069,56.3496732,100.148,15.834,0.977,-0.036,1.9908092745588213
909.97262,rtk_fixed,58.0760495,56.3496861,100.1,15.78,0.712,-0.071,1.9078483117027838
910.97262,rtk_fixed,58.0761928,56.3496955,99.884,15.992,0.446,0.131,0.9537981746913465
911.97264,rtk_float,58.0763369,56.3496998,99.857,16.04,0.265,0.225,-0.46772839985929054
912.97264,rtk_float,58.0764817,56.3497012,99.798,16.047,0.097,0.172,359.7936773890033
913.97264,rtk_float,58.0766268,56.349702,99.638,16.141,0.028,0.008,359.38588249485156
914.97266,rtk_fixed,58.0767731,56.3497027,99.357,16.254,0.086,0.029,360.03488740390566
915.97266,rtk_fixed,58.0769204,56.3497022,99.199,16.422,-0.038,0.186,360.42745618778565
916.97266,rtk_fixed,58.0770685,56.349702,99.062,16.493,0.014,0.182,360.37583988932266
917.97268,rtk_fixed,58.0772175,56.3497021,98.809,16.516,0.11,0.152,359.1771222525259
918.97268,rtk_fixed,58.0773669,56.3496991,98.668,16.542,-0.286,0.316,359.7053339017221
919.97268,rtk_fixed,58.0775172,56.3496964,98.46,16.667,0.017,0.164,358.4178329211786
920.9727,rtk_fixed,58.0776677,56.3496952,98.284,16.802,-0.039,0.159,360.2256682499619
921.9727,rtk_fixed,58.0778182,56.3496931,98.346,16.75,-0.037,0.104,360.10355411667734
922.9727,rtk_fixed,58.0779686,56.3496927,98.394,16.741,-0.042,-0.099,360.44924919646786
923.97272,rtk_fixed,58.0781181,56.3496961,98.391,16.635,0.44,0.008,-0.10622122743222384
924.97272,rtk_fixed,58.078267,56.3497054,98.387,16.553,0.678,-0.006,2.4222303829002056
925.97274,rtk_fixed,58.0784157,56.3497202,98.366,16.626,1.032,0.055,3.5627067988111945
926.97274,rtk_fixed,58.0785652,56.3497375,98.369,16.694,1.022,0.011,2.8562839762070436
927.97274,rtk_fixed,58.0787161,56.3497555,98.391,16.837,1.058,0.026,3.2034199756612747
928.97276,rtk_fixed,58.0788675,56.3497783,98.384,16.888,1.427,0.004,4.861661302515852
929.97276,rtk_fixed,58.0790194,56.3498046,98.4,16.917,1.618,0.047,5.892121217225988
930.97276,rtk_fixed,58.0791714,56.3498341,98.441,16.929,1.971,-0.008,6.354997489248218
931.97278,rtk_fixed,58.0793232,56.3498747,98.325,16.865,2.465,-0.023,7.814638236041467
932.97278,rtk_fixed,58.0794753,56.3499196,98.228,16.879,2.735,0.027,8.230280413261298
933.97278,rtk_fixed,58.0796273,56.3499672,98.183,16.952,2.848,0.095,9.874593790280752
934.9728,rtk_fixed,58.0797793,56.3500173,98.11,16.948,2.998,0.066,9.503147651505483
935.9728,rtk_fixed,58.0799312,56.3500687,98.055,16.893,3.089,0.028,9.541229946020838
936.97282,rtk_fixed,58.0800829,56.3501212,98.038,16.875,3.112,0.047,10.668606868988254
937.97282,rtk_fixed,58.0802342,56.3501746,98.073,16.84,3.177,-0.033,10.746879681131722
938.97282,rtk_fixed,58.0803856,56.3502283,98.162,16.923,3.237,-0.006,11.079972450147189
939.97284,rtk_fixed,58.0805385,56.3502827,98.289,17.157,3.276,-0.062,10.991784143430571
940.97284,rtk_fixed,58.0806938,56.3503381,98.351,17.361,3.265,-0.136,9.103843634791053
941.97284,rtk_fixed,58.0808511,56.3503925,98.476,17.6,3.273,-0.071,9.438154341103122
942.97286,rtk_fixed,58.081011,56.3504473,98.513,17.877,3.227,-0.057,9.653589424409311
943.97286,rtk_fixed,58.0811725,56.3505032,98.58,17.984,3.363,0.025,9.406209915077525
