time,position_type,lat,lon,alt,VN,VE,VD
332.968440,rtk_fixed,58.026717800,56.332147300,152.810,5.010,-2.814,0.099
333.968460,rtk_fixed,58.026764000,56.332100400,152.779,5.186,-2.798,-0.042
334.968460,rtk_fixed,58.026808200,56.332054500,152.793,4.675,-2.627,-0.023
335.968480,rtk_fixed,58.026847600,56.332011500,152.779,4.391,-2.555,-0.013
336.968480,rtk_fixed,58.026887200,56.331968600,152.812,4.447,-2.542,0.025
337.968480,rtk_fixed,58.026929800,56.331923000,152.803,4.897,-2.799,-0.022
338.968500,rtk_fixed,58.026976400,56.331870400,152.793,5.290,-3.253,-0.013
339.968500,rtk_fixed,58.027025800,56.331814800,152.880,5.509,-3.281,-0.001
340.968500,rtk_fixed,58.027075900,56.331759900,152.884,5.553,-3.234,-0.068
341.968520,rtk_fixed,58.027127100,56.331705000,152.803,5.733,-3.296,0.109
342.968520,rtk_fixed,58.027179000,56.331649400,152.967,5.854,-3.397,-0.247
343.968520,rtk_fixed,58.027232300,56.331591800,152.818,6.010,-3.521,-0.090
344.968540,rtk_fixed,58.027290500,56.331527200,152.751,6.735,-3.979,0.151
345.968540,rtk_fixed,58.027357900,56.331453100,152.722,7.780,-4.589,0.041
346.968560,rtk_float,58.027429900,56.331373300,152.657,8.057,-4.713,0.224
347.968560,rtk_fixed,58.027504100,56.331293600,152.596,8.255,-4.682,0.104
348.968560,rtk_fixed,58.027577500,56.331212800,152.608,8.130,-4.808,0.039
349.968580,rtk_fixed,58.027651300,56.331129600,152.561,8.409,-4.932,0.093
350.968580,rtk_fixed,58.027727000,56.331043400,152.467,8.577,-5.187,-0.008
351.968580,rtk_fixed,58.027805200,56.330952800,152.386,8.797,-5.440,0.080
352.968600,rtk_fixed,58.027885600,56.330859000,152.286,8.974,-5.573,0.095
353.968600,rtk_fixed,58.027965800,56.330767300,152.198,8.921,-5.306,0.148
354.968600,rtk_fixed,58.028042800,56.330679900,152.157,8.278,-4.980,-0.003
355.968620,rtk_fixed,58.028111000,56.330602400,152.019,7.212,-4.311,-0.030
356.968620,rtk_fixed,58.028165300,56.330536300,151.976,5.546,-3.680,0.176
357.968640,rtk_fixed,58.028211400,56.330475100,151.868,5.131,-3.649,0.070
358.968640,rtk_fixed,58.028258000,56.330413700,151.781,5.306,-3.575,0.064
359.968640,rtk_fixed,58.028310700,56.330357700,151.733,6.090,-3.258,0.029
360.968660,rtk_fixed,58.028369900,56.330297600,151.661,6.828,-3.723,0.078
361.968660,rtk_fixed,58.028435500,56.330227400,151.572,7.453,-4.286,0.067
362.968660,rtk_fixed,58.028500300,56.330155000,151.536,6.954,-4.191,0.079
363.968680,rtk_fixed,58.028557300,56.330087800,151.394,6.127,-3.924,0.069
364.968680,rtk_fixed,58.028614000,56.330020800,151.312,6.300,-3.942,0.230
365.968680,rtk_fixed,58.028676500,56.329947000,151.198,7.383,-4.683,0.218
366.968700,sps,58.028750300,56.329860600,150.996,8.623,-5.335,0.246
367.968700,rtk_float,58.028835700,56.329761200,151.006,9.597,-6.026,0.191
368.968720,rtk_float,58.028923800,56.329659000,150.858,9.824,-6.081,0.109
369.968720,rtk_fixed,58.029010700,56.329557300,150.718,9.722,-5.906,0.118
370.968720,rtk_fixed,58.029096900,56.329461000,150.612,9.547,-5.593,0.114
371.968740,rtk_fixed,58.029181700,56.329368400,150.596,9.303,-5.453,0.098
372.968740,rtk_fixed,58.029264400,56.329273000,150.531,9.167,-5.762,0.080
373.968740,rtk_fixed,58.029348400,56.329172700,150.371,9.465,-5.987,0.078
374.968760,rtk_fixed,58.029435100,56.329069200,150.284,9.789,-6.165,0.070
375.968760,rtk_fixed,58.029524100,56.328964700,150.125,9.908,-6.185,0.128
376.968760,rtk_fixed,58.029612900,56.328860700,149.973,9.826,-6.161,0.195
377.968780,rtk_fixed,58.029700700,56.328756000,149.771,9.763,-6.221,0.226
378.968780,rtk_fixed,58.029789100,56.328651400,149.618,9.914,-6.216,0.223
379.968800,rtk_fixed,58.029879200,56.328545400,149.378,10.018,-6.320,0.174
380.968800,rtk_fixed,58.029969300,56.328441800,149.216,9.958,-5.869,0.447
381.968800,rtk_fixed,58.030057200,56.328340700,149.073,9.725,-5.954,0.067
382.968820,rtk_fixed,58.030142700,56.328241000,148.933,9.523,-5.870,0.208
383.968820,rtk_fixed,58.030226600,56.328141200,148.748,9.347,-5.917,0.170
384.968820,rtk_fixed,58.030311200,56.328039700,148.674,9.494,-6.051,0.048
385.968840,rtk_fixed,58.030395800,56.327937600,148.504,9.484,-6.038,0.105
386.968840,rtk_fixed,58.030483000,56.327835400,148.388,9.812,-6.059,0.148
387.968840,rtk_fixed,58.030571900,56.327730700,148.242,9.836,-6.305,0.107
388.968860,rtk_fixed,58.030659800,56.327624900,148.185,9.779,-6.184,0.063
389.968860,rtk_fixed,58.030747100,56.327520700,148.285,9.700,-6.171,-0.040
390.968880,rtk_fixed,58.030834500,56.327419200,148.278,9.743,-5.920,-0.026
391.968880,rtk_fixed,58.030921500,56.327319400,148.176,9.654,-5.928,0.110
392.968880,rtk_fixed,58.031009800,56.327218500,148.072,9.870,-6.042,0.133
393.968900,rtk_fixed,58.031100500,56.327117100,147.889,10.167,-5.954,0.167
394.968900,rtk_fixed,58.031191000,56.327015100,147.719,10.047,-6.023,0.143
395.968900,rtk_fixed,58.031279500,56.326913400,147.561,9.766,-5.973,0.156
396.968920,rtk_fixed,58.031365800,56.326813700,147.399,9.513,-5.863,0.148
397.968920,rtk_fixed,58.031450000,56.326716700,147.292,9.319,-5.663,0.149
398.968920,rtk_fixed,58.031533300,56.326621600,147.168,9.310,-5.609,0.139
399.968940,rtk_fixed,58.031617900,56.326525500,146.979,9.456,-5.734,0.101
400.968940,rtk_fixed,58.031704400,56.326428200,146.815,9.606,-5.739,0.099
401.968960,rtk_fixed,58.031786700,56.326335200,146.715,9.034,-5.447,0.107
402.968960,rtk_fixed,58.031865300,56.326243900,146.629,8.656,-5.363,0.050
403.968960,rtk_fixed,58.031941100,56.326155900,146.566,8.363,-5.105,0.092
404.968980,rtk_fixed,58.032012300,56.326075700,146.495,7.678,-4.540,0.045
405.968980,rtk_fixed,58.032072400,56.326007400,146.437,6.242,-3.790,0.033
406.968980,rtk_fixed,58.032118500,56.325953600,146.417,4.664,-2.909,0.003
407.969000,rtk_fixed,58.032155600,56.325910500,146.410,4.116,-2.529,0.009
408.969000,rtk_fixed,58.032192300,56.325868300,146.394,4.066,-2.474,0.004
409.969000,rtk_fixed,58.032228000,56.325827600,146.423,3.884,-2.372,-0.010
410.969020,rtk_fixed,58.032262500,56.325787700,146.400,3.639,-2.272,0.255
411.969020,rtk_fixed,58.032294700,56.325749600,146.448,3.490,-2.194,-0.054
412.969040,rtk_fixed,58.032324100,56.325714500,146.462,3.223,-2.040,-0.050
413.969040,rtk_fixed,58.032352100,56.325680900,146.472,3.014,-1.943,0.015
414.969040,rtk_fixed,58.032377400,56.325650500,146.467,2.717,-1.731,-0.007
415.969060,rtk_fixed,58.032398500,56.325625100,146.469,2.151,-1.375,-0.004
416.969060,rtk_fixed,58.032411900,56.325609000,146.468,1.253,-0.803,0.012
417.969060,rtk_fixed,58.032420100,56.325599000,146.477,0.790,-0.513,0.006
418.969080,rtk_fixed,58.032424300,56.325593900,146.482,0.311,-0.201,-0.013
419.969080,rtk_fixed,58.032426800,56.325590900,146.470,0.353,-0.232,-0.011
420.969080,rtk_fixed,58.032431500,56.325585000,146.467,0.602,-0.395,0.021
421.969100,rtk_fixed,58.032438300,56.325576500,146.472,0.807,-0.542,0.009
422.969100,rtk_fixed,58.032445500,56.325567900,146.477,0.725,-0.468,-0.011
423.969120,rtk_fixed,58.032449400,56.325563000,146.469,0.336,-0.218,-0.002
424.969120,rtk_fixed,58.032452500,56.325559300,146.466,0.353,-0.221,0.011
425.969120,rtk_fixed,58.032457100,56.325553500,146.475,0.616,-0.408,-0.008
426.969140,rtk_fixed,58.032466700,56.325541700,146.473,1.313,-0.859,0.000
427.969140,rtk_fixed,58.032486000,56.325517800,146.473,2.509,-1.645,0.015
428.969140,rtk_fixed,58.032516300,56.325480100,146.461,3.743,-2.468,0.040
429.969160,rtk_fixed,58.032556700,56.325430200,146.442,4.828,-3.114,0.029
430.969160,rtk_fixed,58.032603000,56.325376900,146.382,5.213,-3.137,0.047
431.969160,rtk_fixed,58.032649400,56.325324200,146.340,5.067,-3.087,0.058
432.969180,rtk_fixed,58.032691200,56.325275500,146.333,4.468,-2.765,0.027
433.969180,rtk_fixed,58.032730500,56.325229900,146.418,4.457,-2.748,-0.207
434.969200,rtk_fixed,58.032768800,56.325183400,146.255,4.378,-2.814,0.029
435.969200,rtk_fixed,58.032813400,56.325127900,146.215,5.237,-3.482,0.092
436.969200,rtk_fixed,58.032865800,56.325059900,146.209,6.059,-4.278,-0.013
437.969220,rtk_fixed,58.032924800,56.324978100,146.154,6.757,-5.085,0.080
438.969220,rtk_fixed,58.032989200,56.324882200,146.044,7.302,-5.904,0.084
439.969220,rtk_fixed,58.033056100,56.324774600,145.940,7.418,-6.524,0.107
440.969240,rtk_fixed,58.033122000,56.324661900,145.809,7.287,-6.649,0.162
441.969240,rtk_fixed,58.033185200,56.324550300,145.693,6.915,-6.508,0.143
442.969240,rtk_fixed,58.033241500,56.324448300,145.619,5.976,-5.711,0.079
443.969260,rtk_fixed,58.033288400,56.324364100,145.512,4.896,-4.716,0.103
444.969260,rtk_fixed,58.033324800,56.324295800,145.455,3.711,-3.715,0.085
445.969280,rtk_fixed,58.033351800,56.324244600,145.385,2.753,-2.780,0.056
446.969280,rtk_fixed,58.033374800,56.324200500,145.335,2.516,-2.566,0.034
447.969280,rtk_fixed,58.033396400,56.324158900,145.287,2.431,-2.470,0.035
448.969300,rtk_fixed,58.033417800,56.324112200,145.205,2.416,-2.919,0.058
449.969300,rtk_fixed,58.033441500,56.324056500,145.107,2.772,-3.475,0.110
450.969300,rtk_fixed,58.033472100,56.323994800,144.956,3.724,-3.652,0.161
451.969320,rtk_fixed,58.033513700,56.323928700,144.815,4.987,-4.095,0.155
452.969320,rtk_fixed,58.033563700,56.323849100,144.631,5.809,-4.962,0.166
453.969320,rtk_fixed,58.033618400,56.323758100,144.464,5.973,-5.437,0.270
454.969340,rtk_fixed,58.033672200,56.323665700,144.349,5.908,-5.478,0.151
455.969340,rtk_fixed,58.033723400,56.323576700,144.208,5.525,-5.096,0.125
456.969340,rtk_fixed,58.033765400,56.323502300,144.094,4.297,-4.038,0.099
457.969360,rtk_fixed,58.033795500,56.323447500,144.044,2.996,-2.919,0.079
458.969360,rtk_fixed,58.033822000,56.323399100,144.011,3.096,-2.860,0.061
459.969380,rtk_fixed,58.033849900,56.323348500,143.811,3.233,-3.077,0.074
460.969380,rtk_fixed,58.033882000,56.323290600,143.643,3.869,-3.671,0.099
461.969380,rtk_fixed,58.033920800,56.323218000,143.449,4.644,-4.550,0.072
462.969400,rtk_fixed,58.033967100,56.323130100,143.223,5.447,-5.460,0.228
463.969400,rtk_fixed,58.034021000,56.323028100,142.952,6.229,-6.216,0.288
464.969400,rtk_fixed,58.034078800,56.322918800,142.667,6.530,-6.521,0.242
465.969420,rtk_fixed,58.034138300,56.322806900,142.397,6.696,-6.666,0.272
466.969420,rtk_fixed,58.034200700,56.322691500,142.124,7.062,-6.877,0.249
467.969420,rtk_fixed,58.034266300,56.322570700,141.823,7.390,-7.259,0.278
468.969440,rtk_fixed,58.034333000,56.322446100,141.452,7.415,-7.356,0.379
469.969440,rtk_fixed,58.034400100,56.322322600,140.992,7.509,-7.260,0.430
470.969460,rtk_fixed,58.034466800,56.322203500,140.523,7.340,-6.897,0.448
471.969460,rtk_fixed,58.034528400,56.322094000,140.106,6.660,-6.212,0.466
472.969460,rtk_fixed,58.034581100,56.322000400,139.710,5.554,-5.321,0.315
473.969480,rtk_fixed,58.034630400,56.321909200,139.372,5.516,-5.475,0.354
474.969480,rtk_fixed,58.034680800,56.321814300,138.926,5.678,-5.664,0.429
475.969480,rtk_fixed,58.034734100,56.321717100,138.469,6.078,-5.786,0.469
476.969500,rtk_fixed,58.034791300,56.321616000,137.908,6.496,-6.087,0.567
477.969500,rtk_fixed,58.034851800,56.321507300,137.225,6.845,-6.560,0.691
478.969500,rtk_fixed,58.034916700,56.321392800,136.422,7.317,-6.625,0.659
479.969520,rtk_fixed,58.034984200,56.321274500,135.623,7.561,-7.038,0.849
480.969520,rtk_fixed,58.035053500,56.321152600,134.882,7.794,-7.177,0.862
481.969540,rtk_fixed,58.035124400,56.321029000,134.061,7.961,-7.353,0.761
482.969540,rtk_fixed,58.035196000,56.320902700,133.207,7.994,-7.480,0.834
483.969540,rtk_fixed,58.035268100,56.320775900,132.348,8.216,-7.601,0.699
484.969560,rtk_fixed,58.035341700,56.320645600,131.418,8.191,-7.719,0.961
485.969560,rtk_fixed,58.035416100,56.320510800,130.473,8.421,-7.981,0.962
486.969560,rtk_fixed,58.035493600,56.320375200,129.457,8.876,-7.945,1.235
487.969580,rtk_fixed,58.035573800,56.320236800,128.383,9.072,-8.202,1.132
488.969580,rtk_fixed,58.035655600,56.320095900,127.297,9.120,-8.345,1.141
489.969580,rtk_fixed,58.035737100,56.319954600,126.049,9.049,-8.340,1.202
490.969600,rtk_fixed,58.035816200,56.319815500,124.675,8.643,-8.171,1.414
491.969600,rtk_fixed,58.035894300,56.319676400,123.283,8.687,-8.266,1.366
492.969620,rtk_fixed,58.035973500,56.319536800,121.807,8.842,-8.307,1.494
493.969620,rtk_fixed,58.036058000,56.319393100,120.440,9.543,-8.576,1.490
494.969620,rtk_fixed,58.036144400,56.319248300,118.985,9.464,-8.542,1.627
495.969640,rtk_fixed,58.036232000,56.319115300,117.674,9.729,-7.629,1.323
496.969640,rtk_fixed,58.036320200,56.318995800,116.341,9.907,-6.896,1.259
497.969640,rtk_fixed,58.036410300,56.318879200,114.923,10.146,-6.920,1.386
498.969660,rtk_fixed,58.036504900,56.318761000,113.379,10.684,-6.935,1.619
499.969660,rtk_fixed,58.036600100,56.318644200,111.695,10.481,-6.990,1.654
500.969660,rtk_fixed,58.036691900,56.318528600,110.213,10.133,-6.800,1.616
501.969680,rtk_fixed,58.036782600,56.318415500,108.703,9.932,-6.583,1.401
502.969680,rtk_fixed,58.036868100,56.318311200,107.045,9.432,-6.054,1.404
503.969700,rtk_float,58.036954300,56.318206500,105.560,9.592,-6.193,1.658
504.969700,rtk_float,58.037041300,56.318099000,104.419,9.671,-6.315,1.308
505.969700,rtk_fixed,58.037125500,56.317993700,103.625,9.040,-5.969,1.074
506.969720,rtk_fixed,58.037197200,56.317903700,102.728,7.511,-5.011,0.691
507.969720,rtk_fixed,58.037253300,56.317833800,102.105,5.674,-3.721,0.722
508.969720,rtk_fixed,58.037294100,56.317783600,101.569,4.183,-2.716,0.509
509.969740,rtk_fixed,58.037329400,56.317740100,101.198,3.872,-2.508,0.446
510.969740,rtk_fixed,58.037358300,56.317706500,100.880,2.861,-1.623,0.334
511.969740,rtk_fixed,58.037382600,56.317690800,100.632,2.752,-0.629,0.219
512.969760,rtk_fixed,58.037408300,56.317695800,100.592,2.924,0.728,0.054
513.969760,rtk_fixed,58.037435000,56.317727000,100.646,2.916,2.365,-0.070
514.969760,rtk_fixed,58.037460200,56.317786000,100.746,2.747,3.984,-0.139
515.969780,rtk_fixed,58.037487200,56.317866700,100.883,3.093,5.130,-0.135
516.969780,rtk_fixed,58.037515900,56.317967300,101.033,3.226,6.291,-0.173
517.969800,rtk_fixed,58.037546400,56.318085300,101.237,3.507,7.216,-0.229
518.969800,rtk_fixed,58.037578500,56.318208900,101.465,3.547,7.244,-0.216
519.969800,rtk_fixed,58.037609400,56.318328800,101.634,3.421,7.023,-0.215
520.969820,rtk_fixed,58.037639500,56.318446500,101.812,3.327,6.902,-0.183
521.969820,rtk_fixed,58.037667600,56.318557600,102.019,3.042,6.367,-0.219
522.969820,rtk_fixed,58.037690900,56.318653100,102.202,2.411,5.271,-0.172
523.969840,rtk_fixed,58.037708000,56.318723300,102.331,1.678,3.614,-0.149
524.969840,rtk_fixed,58.037718100,56.318763900,102.391,0.901,1.880,-0.055
525.969840,rtk_fixed,58.037722000,56.318780000,102.406,0.329,0.727,-0.019
526.969860,rtk_fixed,58.037723900,56.318787400,102.420,0.139,0.302,-0.005
527.969860,rtk_fixed,58.037724000,56.318787800,102.416,0.003,0.001,-0.014
528.969880,rtk_fixed,58.037724000,56.318787800,102.420,0.000,0.000,-0.002
529.969880,rtk_fixed,58.037724000,56.318787800,102.420,0.005,-0.002,-0.006
530.969880,rtk_fixed,58.037724000,56.318787800,102.425,0.001,0.001,-0.007
531.969900,rtk_fixed,58.037724000,56.318787800,102.422,0.014,-0.005,-0.004
532.969900,rtk_fixed,58.037724000,56.318787800,102.422,-0.015,0.007,0.035
533.969900,rtk_fixed,58.037724000,56.318787800,102.424,-0.006,0.003,0.012
534.969920,rtk_fixed,58.037724000,56.318787900,102.424,-0.008,0.008,0.013
535.969920,rtk_fixed,58.037724000,56.318787800,102.426,-0.001,0.000,-0.002
536.969920,rtk_fixed,58.037724000,56.318787800,102.426,0.004,0.001,-0.019
537.969940,rtk_fixed,58.037724000,56.318787800,102.423,0.004,-0.001,-0.010
538.969940,rtk_fixed,58.037724000,56.318787800,102.424,-0.006,0.003,0.001
539.969960,rtk_fixed,58.037724000,56.318787800,102.418,0.000,-0.005,-0.004
540.969960,rtk_fixed,58.037724000,56.318787800,102.426,0.003,-0.004,-0.008
541.969960,rtk_fixed,58.037724000,56.318787800,102.425,0.004,0.001,-0.008
542.969980,rtk_fixed,58.037724000,56.318787800,102.413,0.001,0.000,-0.001
543.969980,rtk_fixed,58.037724000,56.318787800,102.427,-0.005,0.000,0.013
544.969980,rtk_fixed,58.037724000,56.318787800,102.421,0.004,-0.001,-0.001
545.970000,rtk_fixed,58.037724000,56.318787800,102.427,0.001,0.003,-0.004
546.970000,rtk_fixed,58.037724100,56.318787900,102.432,0.005,-0.002,-0.017
547.970000,rtk_fixed,58.037724000,56.318787800,102.431,0.005,0.002,-0.009
548.970020,rtk_fixed,58.037724000,56.318787800,102.416,-0.007,0.004,0.006
549.970020,rtk_fixed,58.037724000,56.318787800,102.424,-0.001,0.003,0.023
550.970040,rtk_fixed,58.037724400,56.318789400,102.417,0.080,0.151,0.004
551.970040,rtk_fixed,58.037728300,56.318805000,102.440,0.628,1.349,-0.028
552.970040,rtk_fixed,58.037739000,56.318846200,102.512,1.433,2.865,-0.091
553.970060,rtk_fixed,58.037756200,56.318909500,102.641,2.115,4.081,-0.142
554.970060,rtk_fixed,58.037779800,56.318987200,102.804,2.821,4.669,-0.134
555.970060,rtk_fixed,58.037811300,56.319061800,102.875,3.872,4.102,-0.070
556.970080,rtk_fixed,58.037854300,56.319112800,102.771,5.113,2.477,0.200
557.970080,rtk_fixed,58.037906200,56.319128200,102.360,5.940,0.259,0.357
558.970080,rtk_fixed,58.037961900,56.319112800,101.984,6.368,-1.333,0.374
559.970100,rtk_fixed,58.038023800,56.319075800,101.560,7.123,-2.512,0.463
560.970100,rtk_fixed,58.038092500,56.319024700,101.115,7.864,-3.237,0.489
561.970120,rtk_fixed,58.038167100,56.318965400,100.611,8.386,-3.583,0.523
562.970120,rtk_fixed,58.038244200,56.318902900,100.079,8.646,-3.737,0.492
563.970120,rtk_fixed,58.038323200,56.318838800,99.600,8.865,-3.783,0.479
564.970140,rtk_fixed,58.038403200,56.318774800,99.139,8.930,-3.756,0.458
565.970140,rtk_fixed,58.038481700,56.318713600,98.748,8.630,-3.521,0.383
566.970140,rtk_fixed,58.038557500,56.318657100,98.482,8.470,-3.268,0.218
567.970160,rtk_fixed,58.038633700,56.318606600,98.289,8.459,-2.859,0.142
568.970160,rtk_fixed,58.038707600,56.318566900,98.218,8.155,-2.119,0.059
569.970160,rtk_fixed,58.038779300,56.318537300,98.271,7.916,-1.631,-0.052
570.970180,rtk_fixed,58.038849900,56.318502700,98.400,7.947,-2.374,-0.138
571.970180,rtk_fixed,58.038928500,56.318458000,98.575,9.130,-2.597,-0.145
572.970200,rtk_fixed,58.039017000,56.318419700,98.783,10.157,-2.091,-0.246
573.970200,rtk_fixed,58.039113800,56.318389700,99.139,11.016,-1.630,-0.387
574.970200,rtk_fixed,58.039216400,56.318364400,99.426,11.612,-1.482,-0.269
575.970220,rtk_fixed,58.039324400,56.318339100,99.737,12.216,-1.550,-0.315
576.970220,rtk_fixed,58.039434900,56.318315200,100.104,12.208,-1.385,-0.347
577.970220,rtk_fixed,58.039539900,56.318293200,100.464,11.463,-1.234,-0.355
578.970240,rtk_fixed,58.039636800,56.318274600,100.806,10.463,-1.043,-0.289
579.970240,rtk_fixed,58.039726400,56.318259000,101.114,9.802,-0.900,-0.312
580.970240,rtk_fixed,58.039812500,56.318244100,101.368,9.505,-0.857,-0.297
581.970260,rtk_fixed,58.039898000,56.318230400,101.571,9.610,-0.791,-0.185
582.970260,rtk_fixed,58.039987400,56.318216200,101.837,10.173,-0.892,-0.268
583.970280,rtk_fixed,58.040083400,56.318202100,102.133,10.925,-0.815,-0.272
584.970280,rtk_fixed,58.040186100,56.318187900,102.323,11.591,-0.937,-0.172
585.970280,rtk_fixed,58.040293800,56.318171600,102.363,12.076,-0.816,-0.056
586.970300,rtk_fixed,58.040401800,56.318157100,102.241,11.892,-0.642,0.194
587.970300,rtk_float,58.040513700,56.318141800,102.086,12.747,-0.915,0.077
588.970300,rtk_float,58.040632500,56.318120700,101.826,13.679,-1.518,0.436
589.970320,rtk_float,58.040757600,56.318103200,101.087,14.156,-1.019,0.612
590.970320,rtk_float,58.040887500,56.318086700,100.115,14.698,-0.942,0.952
591.970320,rtk_float,58.041021000,56.318069400,99.132,14.967,-0.970,0.996
592.970340,rtk_fixed,58.041155400,56.318065500,97.808,14.572,-0.525,0.958
593.970340,rtk_fixed,58.041279500,56.318067800,97.092,13.557,0.405,0.745
594.970340,rtk_fixed,58.041398900,56.318098300,96.788,13.143,2.547,0.334
595.970360,rtk_fixed,58.041512600,56.318169000,96.724,12.483,4.750,0.075
596.970360,rtk_fixed,58.041623200,56.318263600,96.685,12.363,5.832,0.029
597.970380,rtk_fixed,58.041737000,56.318367400,96.617,12.788,6.309,0.072
598.970380,rtk_fixed,58.041854900,56.318474800,96.586,13.279,6.437,0.066
599.970380,rtk_fixed,58.041976000,56.318584900,96.536,13.536,6.509,0.033
600.970400,rtk_fixed,58.042098200,56.318696000,96.524,13.698,6.567,0.110
601.970400,rtk_fixed,58.042221400,56.318808900,96.482,13.677,6.690,0.003
602.970400,rtk_fixed,58.042344500,56.318920300,96.437,13.694,6.570,0.046
603.970420,rtk_fixed,58.042466600,56.319032000,96.417,13.476,6.657,0.126
604.970420,rtk_fixed,58.042586400,56.319144800,96.358,13.283,6.662,0.006
605.970420,rtk_fixed,58.042704700,56.319255400,96.321,13.096,6.501,0.005
606.970440,rtk_fixed,58.042823400,56.319365100,96.285,13.236,6.421,0.057
607.970440,rtk_fixed,58.042943400,56.319475900,96.260,13.401,6.578,0.069
608.970460,rtk_fixed,58.043064100,56.319589100,96.212,13.488,6.716,0.043
609.970460,rtk_fixed,58.043185800,56.319703400,96.176,13.580,6.731,0.049
610.970460,rtk_fixed,58.043308400,56.319816300,96.141,13.686,6.657,0.041
611.970480,rtk_fixed,58.043432600,56.319929500,96.109,13.897,6.736,0.029
612.970480,rtk_fixed,58.043557800,56.320044600,96.122,13.978,6.822,-0.014
613.970480,rtk_fixed,58.043684100,56.320161400,96.127,14.161,6.882,-0.009
614.970500,rtk_fixed,58.043810600,56.320278400,96.165,14.000,6.956,0.057
615.970500,rtk_fixed,58.043936100,56.320395200,96.176,13.988,6.886,-0.002
616.970500,rtk_fixed,58.044062600,56.320510400,96.221,14.089,6.816,0.060
617.970520,rtk_fixed,58.044190000,56.320625000,96.243,14.093,6.819,0.026
618.970520,rtk_fixed,58.044316200,56.320740700,96.130,14.033,6.835,0.110
619.970540,rtk_fixed,58.044442800,56.320857400,96.104,14.125,6.877,0.077
620.970540,rtk_fixed,58.044569500,56.320972700,96.077,14.053,6.737,-0.002
621.970540,rtk_fixed,58.044696400,56.321086200,96.008,14.202,6.629,-0.017
622.970560,rtk_fixed,58.044824800,56.321198700,96.012,14.411,6.652,-0.018
623.970560,rtk_fixed,58.044953800,56.321313000,95.966,14.348,6.780,0.048
624.970560,rtk_fixed,58.045083400,56.321427000,95.966,14.468,6.730,0.034
625.970580,rtk_fixed,58.045215000,56.321541100,95.929,14.756,6.738,0.038
626.970580,rtk_fixed,58.045349200,56.321656100,95.859,15.002,6.823,0.076
627.970580,rtk_fixed,58.045485600,56.321773400,95.811,15.247,6.987,0.071
628.970600,rtk_fixed,58.045622300,56.321892400,95.811,15.120,7.051,0.164
629.970600,rtk_fixed,58.045757500,56.322011300,95.806,15.034,7.039,0.048
630.970600,rtk_fixed,58.045892400,56.322130000,95.809,15.004,6.997,-0.041
631.970620,rtk_fixed,58.046026700,56.322247700,95.819,14.932,6.945,0.020
632.970620,rtk_fixed,58.046159800,56.322365500,95.783,14.789,6.951,0.051
633.970640,rtk_fixed,58.046291600,56.322482900,95.773,14.648,6.917,0.025
634.970640,rtk_fixed,58.046422200,56.322597700,95.840,14.508,6.728,-0.057
635.970640,rtk_fixed,58.046551400,56.322709900,95.919,14.332,6.622,-0.089
636.970660,rtk_fixed,58.046678800,56.322821300,96.026,14.122,6.609,-0.140
637.970660,rtk_fixed,58.046803900,56.322936800,95.996,13.985,6.806,-0.001
638.970660,rtk_fixed,58.046930100,56.323053600,95.881,14.096,6.929,0.127
639.970680,rtk_fixed,58.047057700,56.323171300,95.773,14.266,6.967,0.100
640.970680,rtk_fixed,58.047187000,56.323291100,95.654,14.448,7.126,0.100
641.970680,rtk_fixed,58.047318400,56.323411700,95.550,14.715,7.062,0.034
642.970700,rtk_fixed,58.047450500,56.323532800,95.462,14.715,7.171,0.089
643.970700,rtk_fixed,58.047582200,56.323655500,95.402,14.635,7.316,0.062
644.970720,rtk_fixed,58.047713400,56.323781500,95.384,14.634,7.493,0.016
645.970720,rtk_fixed,58.047845500,56.323910200,95.432,14.737,7.643,-0.004
646.970720,rtk_fixed,58.047978400,56.324041000,95.434,14.834,7.757,-0.024
647.970740,rtk_fixed,58.048112000,56.324174300,95.468,14.875,7.919,-0.032
648.970740,rtk_fixed,58.048245500,56.324307600,95.504,14.873,7.844,-0.053
649.970740,rtk_fixed,58.048378300,56.324440800,95.615,14.746,7.890,-0.100
650.970760,rtk_fixed,58.048510700,56.324575100,95.738,14.770,7.962,-0.126
651.970760,rtk_fixed,58.048644100,56.324711800,95.870,14.915,8.091,-0.124
652.970760,rtk_fixed,58.048779400,56.324849600,96.008,15.111,8.172,-0.189
653.970780,rtk_fixed,58.048915000,56.324991200,96.156,15.097,8.412,-0.133
654.970780,rtk_fixed,58.049047900,56.325135800,96.283,14.618,8.608,-0.137
655.970800,rtk_fixed,58.049176400,56.325280200,96.388,14.324,8.297,-0.126
656.970800,rtk_fixed,58.049304000,56.325413700,96.459,14.117,7.802,-0.050
657.970800,rtk_fixed,58.049430400,56.325544200,96.537,14.130,7.672,-0.113
658.970820,rtk_fixed,58.049558100,56.325674800,96.648,14.256,7.777,-0.105
659.970820,rtk_fixed,58.049686600,56.325809400,96.764,14.329,8.041,-0.090
660.970820,rtk_fixed,58.049816100,56.325948300,96.862,14.452,8.269,-0.120
661.970840,rtk_fixed,58.049946800,56.326091200,96.988,14.599,8.513,-0.111
662.970840,rtk_fixed,58.050079200,56.326236700,97.081,14.794,8.600,-0.127
663.970840,rtk_fixed,58.050212900,56.326382200,97.218,14.955,8.603,-0.195
664.970860,rtk_fixed,58.050348300,56.326529200,97.409,15.127,8.734,-0.204
